number_of_reviews,minimum_nights,calculated_host_listings_count,availability_365,price
0.0022371364653243847,0.14285714285714285,0.0,0.06575342465753425,380
0.19239373601789708,0.0,0.0,0.715068493150685,600
0.0044742729306487695,0.14285714285714285,0.0,0.663013698630137,375
0.0022371364653243847,0.0,0.0,1.0,3000
0.015659955257270694,0.14285714285714285,0.0,0.0,375
0.026845637583892617,0.0,0.0,0.9972602739726028,750
0.0022371364653243847,0.14285714285714285,0.0,0.0410958904109589,550
0.006711409395973154,0.0,0.0,0.9424657534246575,995
0.026845637583892617,0.0,0.0,0.6931506849315069,442
0.006711409395973154,0.21428571428571427,0.0,0.0,415
0.03131991051454139,0.07142857142857142,0.0,0.9671232876712329,350
0.008948545861297539,0.4285714285714286,0.0,0.7013698630136986,495
0.04697986577181208,0.21428571428571427,0.0,0.3424657534246575,1250
0.0022371364653243847,0.0,0.0,0.9123287671232877,395
0.0,0.0,0.03374233128834356,0.06301369863013699,1306
0.0,0.0,0.0,0.0,1500
0.08501118568232661,0.21428571428571427,0.0,0.8465753424657534,620
0.060402684563758385,0.07142857142857142,0.0,0.8301369863013699,349
0.0044742729306487695,0.0,0.0,0.34794520547945207,350
0.1029082774049217,0.14285714285714285,0.0,0.4794520547945206,400
0.013422818791946308,0.2857142857142857,0.0,0.0,350
0.011185682326621923,0.0,0.0,0.0,350
0.024608501118568233,0.14285714285714285,0.0,0.44931506849315067,999
0.0,0.07142857142857142,0.0,0.0,372
0.05145413870246085,0.07142857142857142,0.006134969325153375,0.6575342465753424,1000
0.0,0.0,0.0,0.0,1500
0.0,0.14285714285714285,0.0,0.0,450
0.03131991051454139,0.9285714285714286,0.009202453987730062,1.0,490
0.06263982102908278,0.2857142857142857,0.0,0.3972602739726027,499
0.10961968680089486,0.21428571428571427,0.0,0.6821917808219178,500
0.24161073825503354,0.2857142857142857,0.003067484662576687,0.4273972602739726,390
0.0,0.07142857142857142,0.0,0.0,350
0.0,0.21428571428571427,0.0,0.5287671232876713,750
0.07158836689038031,0.14285714285714285,0.0,0.18904109589041096,400
0.011185682326621923,0.0,0.0,0.9917808219178083,500
0.0,0.0,0.0,0.9863013698630138,325
0.12751677852348994,0.07142857142857142,0.003067484662576687,0.3863013698630137,475
0.011185682326621923,0.07142857142857142,0.003067484662576687,0.0,600
0.0,0.0,0.0,0.810958904109589,389
0.04250559284116331,0.07142857142857142,0.0,0.6904109589041096,359
0.020134228187919462,0.0,0.03067484662576687,0.4821917808219178,399
0.04474272930648769,0.14285714285714285,0.0,0.4246575342465753,370
0.024608501118568233,0.14285714285714285,0.0,0.6821917808219178,700
0.015659955257270694,0.21428571428571427,0.003067484662576687,0.6684931506849315,400
0.008948545861297539,0.07142857142857142,0.0,0.7835616438356164,479
0.017897091722595078,0.14285714285714285,0.03374233128834356,1.0,599
0.0,0.0,0.003067484662576687,0.8986301369863013,395
0.0,0.14285714285714285,0.003067484662576687,0.0,800
0.05592841163310962,0.07142857142857142,0.0,0.6684931506849315,599
0.0,0.0,0.0,0.0,4000
0.0,0.14285714285714285,0.0,0.0,350
0.0044742729306487695,0.07142857142857142,0.0,0.34794520547945207,365
0.0022371364653243847,0.0,0.09815950920245399,0.0,350
0.024608501118568233,0.21428571428571427,0.0,0.7123287671232876,330
0.0022371364653243847,0.14285714285714285,0.0,0.7205479452054795,450
0.04697986577181208,0.14285714285714285,0.0,0.043835616438356165,795
0.0044742729306487695,0.0,0.012269938650306749,0.915068493150685,999
0.0,0.0,0.0,0.0,450
0.0,0.4285714285714286,0.0,0.2219178082191781,310
0.174496644295302,0.07142857142857142,0.0,0.46301369863013697,310
0.017897091722595078,0.07142857142857142,0.0,0.19452054794520549,360
0.008948545861297539,0.07142857142857142,0.0,0.0,499
0.04474272930648769,0.07142857142857142,0.0,0.7753424657534247,600
0.03355704697986577,0.0,0.003067484662576687,0.016438356164383564,400
0.0044742729306487695,0.07142857142857142,0.0,0.0,400
0.04474272930648769,0.07142857142857142,0.0,0.21643835616438356,319
0.03131991051454139,0.14285714285714285,0.0,0.20821917808219179,488
0.017897091722595078,0.0,0.003067484662576687,0.4904109589041096,7500
0.03131991051454139,0.07142857142857142,0.0,0.09863013698630137,850
0.0,0.0,0.03987730061349693,0.9616438356164384,425
0.06263982102908278,0.4285714285714286,0.0,0.9315068493150686,900
0.011185682326621923,0.07142857142857142,0.0,0.008219178082191782,450
0.0,0.0,0.0,0.0,500
0.029082774049217,0.0,0.003067484662576687,0.989041095890411,500
0.1297539149888143,0.21428571428571427,0.0,0.4328767123287671,399
0.011185682326621923,0.4285714285714286,0.0,0.0,400
0.18344519015659955,0.14285714285714285,0.003067484662576687,0.9835616438356164,325
0.0,0.21428571428571427,0.006134969325153375,0.9698630136986301,345
0.0,0.0,0.0,0.0,600
0.0,0.14285714285714285,0.0,0.9424657534246575,425
0.1342281879194631,0.07142857142857142,0.0,0.4054794520547945,350
0.0,0.14285714285714285,0.0,0.0,450
0.008948545861297539,0.2857142857142857,0.0,0.0,350
0.006711409395973154,0.07142857142857142,0.0,0.0,390
0.05592841163310962,0.14285714285714285,0.0,0.4054794520547945,478
0.12304250559284116,0.21428571428571427,0.0,0.22465753424657534,398
0.06487695749440715,0.4285714285714286,0.0,0.008219178082191782,303
0.049217002237136466,0.07142857142857142,0.009202453987730062,0.21095890410958903,375
0.13646532438478748,0.0,0.003067484662576687,0.35342465753424657,325
0.16778523489932887,0.14285714285714285,0.0,0.30684931506849317,319
0.18120805369127516,0.14285714285714285,0.003067484662576687,0.07397260273972603,350
0.04250559284116331,0.07142857142857142,0.0,0.9452054794520548,500
0.015659955257270694,0.21428571428571427,0.0,0.17534246575342466,400
0.0,0.07142857142857142,0.0,0.18082191780821918,400
0.0,0.14285714285714285,0.0,0.0,450
0.2595078299776286,0.14285714285714285,0.0,0.5561643835616439,325
0.020134228187919462,0.07142857142857142,1.0,0.8054794520547945,407
0.0,0.14285714285714285,0.0,0.9671232876712329,550
0.08948545861297538,0.14285714285714285,0.03374233128834356,0.0,339
0.08053691275167785,0.0,0.0,0.9698630136986301,1200
0.0,0.5,0.0,0.2136986301369863,350
0.03355704697986577,0.14285714285714285,0.0,0.0,400
0.1297539149888143,0.2857142857142857,0.0,0.9287671232876712,422
0.040268456375838924,0.21428571428571427,0.0,0.021917808219178082,380
0.06935123042505592,0.2857142857142857,0.0,0.4547945205479452,350
0.0044742729306487695,0.14285714285714285,0.003067484662576687,0.2410958904109589,400
0.0,0.07142857142857142,0.0,0.0,350
0.0,0.4285714285714286,0.0,0.0,395
0.22147651006711408,0.14285714285714285,0.003067484662576687,0.673972602739726,325
0.017897091722595078,0.0,0.009202453987730062,0.1726027397260274,480
0.0,0.0,0.0,0.0,2500
0.008948545861297539,0.14285714285714285,0.0,0.4301369863013699,347
0.0022371364653243847,0.21428571428571427,0.0,0.005479452054794521,400
0.0022371364653243847,0.07142857142857142,0.0,0.0,348
0.0,0.14285714285714285,0.0,0.0,350
0.0,0.4285714285714286,0.0,0.0,310
0.0,0.0,0.027607361963190184,0.8958904109589041,350
0.0022371364653243847,0.2857142857142857,0.0,0.0,700
0.0022371364653243847,0.0,0.0,0.26575342465753427,700
0.0,0.07142857142857142,0.0,0.9972602739726028,575
0.0,0.0,0.0,0.989041095890411,332
0.0022371364653243847,0.2857142857142857,0.0,0.0,9999
0.017897091722595078,0.2857142857142857,0.0,0.0,495
0.024608501118568233,0.07142857142857142,0.0,0.0,450
0.008948545861297539,0.21428571428571427,0.0,0.1780821917808219,325
0.21252796420581654,0.07142857142857142,0.0,0.0,425
0.0,0.0,0.0,0.9972602739726028,350
0.0044742729306487695,0.14285714285714285,0.1411042944785276,0.9643835616438357,500
0.12080536912751677,0.07142857142857142,0.0,0.1589041095890411,999
0.015659955257270694,0.07142857142857142,1.0,0.6931506849315069,475
0.011185682326621923,0.2857142857142857,0.0,0.0,500
0.05145413870246085,0.0,0.009202453987730062,0.21095890410958903,400
0.0022371364653243847,0.07142857142857142,0.009202453987730062,0.5178082191780822,525
0.10514541387024608,0.07142857142857142,0.003067484662576687,0.4,345
0.0,0.14285714285714285,0.0,0.0,500
0.0,0.0,0.0,0.9863013698630138,800
0.0,0.07142857142857142,0.0,0.852054794520548,489
0.011185682326621923,0.07142857142857142,0.0,0.08493150684931507,325
0.006711409395973154,0.07142857142857142,0.0,0.7123287671232876,450
0.0022371364653243847,0.14285714285714285,0.14723926380368096,0.5589041095890411,699
0.0,0.14285714285714285,0.003067484662576687,0.9917808219178083,399
0.024608501118568233,0.07142857142857142,0.0,0.7232876712328767,945
0.03355704697986577,0.21428571428571427,0.0,0.03561643835616438,352
0.013422818791946308,0.07142857142857142,0.0,0.052054794520547946,1000
0.0,0.14285714285714285,0.0,0.4904109589041096,302
0.008948545861297539,0.14285714285714285,0.0,0.8849315068493151,600
0.0,0.3571428571428571,0.006134969325153375,0.4273972602739726,350
0.03803131991051454,0.07142857142857142,0.003067484662576687,0.9972602739726028,1100
0.015659955257270694,0.14285714285714285,0.0,0.0,315
0.087248322147651,0.07142857142857142,0.0,0.904109589041096,500
0.0022371364653243847,0.14285714285714285,0.0,0.0,450
0.040268456375838924,0.07142857142857142,0.0,0.9315068493150686,689
0.7158836689038031,0.07142857142857142,0.0,0.0,325
0.0,0.14285714285714285,0.0,0.0,325
0.15436241610738255,0.0,0.009202453987730062,0.3643835616438356,412
0.07606263982102908,0.14285714285714285,0.03374233128834356,0.0,339
0.14093959731543623,0.0,0.0,0.9972602739726028,385
0.0044742729306487695,0.07142857142857142,0.0,0.0,350
0.011185682326621923,0.14285714285714285,0.0,0.07123287671232877,400
0.0044742729306487695,0.0,0.0,1.0,1066
0.0,0.07142857142857142,0.0,0.4931506849315069,340
0.07829977628635347,0.07142857142857142,0.0,0.7178082191780822,345
0.09843400447427293,0.07142857142857142,0.0,0.4191780821917808,325
